Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-03-2019,26.0,32.2,28.7,82,0.0,8.3,5,100,2,E 
02-03-2019,26.0,31.4,28.1,82,0.0,10.4,4,350,2,E 
03-03-2019,26.0,30.9,28.1,85,3.9,8.0,4,250,2,E 
04-03-2019,26.0,30.4,27.8,87,0.0,6.9,5,250,2,N 
05-03-2019,25.6,32.0,28.3,81,0.0,5.5,4,120,2,E 
06-03-2019,26.0,31.1,27.7,84,0.0,9.5,5,290,4,NW
07-03-2019,25.9,28.8,26.5,91,0.3,1.5,11,270,7,W 
08-03-2019,24.0,30.0,27.0,82,16.2,0.1,10,270,6,W 
09-03-2019,25.4,31.0,27.4,79,8888.0,1.9,6,240,4,W 
10-03-2019,26.2,30.7,27.9,81,0.0,8.3,7,260,4,W 
11-03-2019,26.3,30.6,27.9,88,0.8,10.6,6,250,3,W 
12-03-2019,24.8,31.0,27.5,87,0.0,8.6,4,90,2,E 
13-03-2019,25.3,30.2,27.2,87,11.8,6.7,5,250,3,W 
14-03-2019,25.5,30.5,27.3,90,1.8,6.3,5,250,3,W 
15-03-2019,,28.4,26.2,94,7.8,4.5,7,300,3,W 
16-03-2019,22.3,29.9,26.1,89,9.4,1.0,5,260,3,W 
17-03-2019,23.4,30.2,27.3,85,26.7,2.2,7,290,3,W 
18-03-2019,24.6,29.9,26.6,88,0.3,7.3,6,250,3,W 
19-03-2019,24.9,30.6,27.5,88,11.7,7.6,6,250,4,W 
20-03-2019,25.4,31.2,28.3,85,1.3,8.9,7,270,4,W 
21-03-2019,26.7,31.8,29.2,80,4.1,6.8,9,250,5,W 
22-03-2019,24.8,31.4,28.0,88,50.5,8.2,6,250,4,W 
23-03-2019,25.3,31.0,28.3,85,13.8,8.8,7,270,4,W 
24-03-2019,24.6,31.2,27.3,90,9.0,4.6,9,280,3,E 
25-03-2019,24.3,31.4,27.3,91,77.0,5.5,5,90,2,W 
26-03-2019,25.6,31.0,27.7,84,1.8,4.5,4,250,2,W 
27-03-2019,25.1,30.8,27.6,85,0.0,6.3,6,260,2,W 
28-03-2019,24.9,31.2,28.3,82,0.0,7.2,5,260,2,S 
29-03-2019,26.0,31.2,28.0,82,0.4,9.6,5,250,2,SW
30-03-2019,26.2,31.5,28.7,80,0.0,5.8,6,60,2,W 
31-03-2019,24.6,31.4,27.8,86,23.8,10.7,4,90,2,E 
